storename,address,location,date, time, devicetype,issuername, passfail, numberofattempts, issuercardtype, uservendorcomments, serialnumber, passbookui, readerlight, technologyavailable,contactlesscarddetails, contactlesscardpassfail,cardnumber, pno, latlong, failcomments,dpan, amount, build, refundstatus, othercomments, otherfailcomments, purchaseditemcategory, purchaseditemdetails, readerbeep, zipcode, minorcity, range, debitaskedpin, passbooknotification, orientation, displaymerchantname,displayamount,country
Store Name,Address,City, Date, Time,Device Type,Bank Name,PassFail,Number of Attempts,Card Type,User Comments,Serial Number,Passbook UI,Reader Light,Technology Available,Contactless Card,Contactless Card Pass Fail,Last Four,PNO,LAT-LONG,Fail Comments,DPAN,Amount, SW Build,Refund Status, Other Comments, Other Fail Comments, Product Item Category, Product Item Details, Reader Beep, Zip Code, Minor City, Range, Debit Asked Pin, Passbook Notification, Device Orientation, Display Merchant Name, Display Amount,Country
mike's bike,1181 Lincoln Ave  San Jose CA 95125  United States,San Jose,20160916,113900,iPhone 6,Chase,PASS,1,Credit,,F18Q19K5G5MP,NA,NA,YES,NA,NA,671,Visa,37.30706873;-121.90012151,NA,7726,0.99,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,95125,San Jose,Range1,NO,YES,Portrait,YES,YES,United States
mike's bike,1181 Lincoln Ave  San Jose CA 95125  United States,San Jose,20160916,113900,Apple Watch,BOA,PASS,1,Debit,Debit runs as credit,C38QFBN2GRWV,NA,NA,YES,NA,NA,7855,MasterCard Debit,37.30704992;-121.90011992,NA,4208,0.99,3.1 (14S445),NO,, NA,Perishable,verifone ,NA,95125,San Jose,Range1,NO,YES,Portrait,YES,YES,United States
mike's bike,1181 Lincoln Ave  San Jose CA 95125  United States,San Jose,20160916,114000,Apple Watch,Chase,PASS,1,Debit,Debit runs as credit,C38QFBN2GRWV,NA,NA,YES,NA,NA,4295,Visa Debit ,37.30705042;-121.90010886,NA,4701,0.99,3.1 (14S445),NO,, NA,Perishable,verifone ,NA,95125,San Jose,Touch,NO,YES,Portrait,YES,YES,United States
Unleashed,1181 Lincoln Ave  San Jose CA 95125  United States,San Jose,20160916,114000,iPhone 6s Plus,Discover,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,3094,Discover,37.30703558;-121.90010408,NA,8081,5,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,95125,San Jose,Range2,NO,YES,Portrait,YES,YES,United States
Unleashed,1181 Lincoln Ave  San Jose CA 95125  United States,San Jose,20160916,114100,iPhone 6s Plus,Amex,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,1007,Amex,37.30703558;-121.90010408,NA,7676,5,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,95125,San Jose,Range2,NO,YES,Portrait,YES,YES,United States
Unleashed,1181 Lincoln Ave  San Jose CA 95125  United States,San Jose,20160916,114200,iPhone 6,Citi,PASS,1,Credit,,F18Q19K5G5MP,NA,NA,YES,NA,NA,5739,MasterCard,37.30703558;-121.90010408,NA,6490,5,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,95125,San Jose,Range2,NO,YES,Portrait,YES,YES,United States
Unleashed,1181 Lincoln Ave  San Jose CA 95125  United States,San Jose,20160916,114200,iPhone 6,Chase,PASS,1,Credit,,F18Q19K5G5MP,NA,NA,YES,NA,NA,671,Visa,37.30703558;-121.90010408,NA,7726,5,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,95125,San Jose,Range2,NO,YES,Portrait,YES,YES,United States
Unleashed,1181 Lincoln Ave  San Jose CA 95125  United States,San Jose,20160916,114200,Apple Watch,BOA,PASS,1,Debit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,7855,MasterCard Debit,37.30702737;-121.90011171,NA,4208,5,3.1 (14S445),NO,, NA,Perishable,verifone ,NA,95125,San Jose,Touch,YES,YES,,YES,YES,United States
Unleashed,1185 Lincoln Ave  San Jose CA 95125  United States,San Jose,20160916,114300,Apple Watch,Chase,PASS,1,Debit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,4295,Visa Debit ,37.30700834;-121.90012034,NA,4701,5,3.1 (14S445),NO,, NA,Perishable,verifone ,NA,95125,San Jose,Range2,YES,NO,Portrait,NO,NO,United States
Bass pro shops,14540 Almaden Expy  San Jose CA 95118  United States,San Jose,20160916,122200,iPhone 6s Plus,Discover,FAIL,1,Credit,,C38QFBN2GRWV,NA,NA,NO,NA,NA,3094,Discover,37.25764258;-121.87255268,NA,8081,,10.1 (14B49),NO,, shop upgraded to new reader. tap temporarily not available. ,,,NA,95118,San Jose,Range2,NA,NA,,NA,NA,United States
ePort vending machine,14540 Almaden Expy  San Jose CA 95118  United States,San Jose,20160916,131500,iPhone 6s Plus,Discover,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,3094,Discover,37.25793884;-121.87259451,NA,8081,2.5,10.1 (14B49),NO,, NA,Perishable,export,NA,95118,San Jose,Touch,NO,YES,Portrait Face Down,YES,YES,United States
ePort vending machine,14540 Almaden Expy  San Jose CA 95118  United States,San Jose,20160916,131500,iPhone 6s Plus,Amex,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,1007,Amex,37.25794148;-121.87263289,NA,7676,2.5,10.1 (14B49),NO,, NA,Perishable,export,NA,95118,San Jose,Touch,NO,YES,Portrait Face Down,YES,YES,United States
ePort vending machine,14540 Almaden Expy  San Jose CA 95118  United States,San Jose,20160916,131500,iPhone 6,Citi,PASS,1,Credit,,F18Q19K5G5MP,NA,NA,YES,NA,NA,5739,MasterCard,37.25790858;-121.87258177,NA,6490,2.5,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,95118,San Jose,Touch,NO,YES,Portrait Face Down,YES,YES,United States
ePort vending machine,14540 Almaden Expy  San Jose CA 95118  United States,San Jose,20160916,131500,iPhone 6,Chase,PASS,1,Credit,,F18Q19K5G5MP,NA,NA,YES,NA,NA,671,Visa,37.25789567;-121.87253038,NA,7726,2.5,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,95118,San Jose,Touch,NO,YES,Portrait Face Down,YES,YES,United States
ePort vending machine,14540 Almaden Expy  San Jose CA 95118  United States,San Jose,20160916,131500,Apple Watch,BOA,PASS,1,Debit,Debit runs as credit,C38QFBN2GRWV,NA,NA,YES,NA,NA,7855,MasterCard Debit,37.25789567;-121.87253038,NA,4208,2.5,3.1 (14S445),NO,, NA,Perishable,verifone ,NA,95118,San Jose,Touch,NO,YES,Portrait Face Down,YES,YES,United States
ePort vending machine,14540 Almaden Expy  San Jose CA 95118  United States,San Jose,20160916,131500,Apple Watch,Chase,PASS,1,Debit,Debit runs as credit,C38QFBN2GRWV,NA,NA,YES,NA,NA,4295,Visa Debit ,37.25788419;-121.87256098,NA,4701,2.5,3.1 (14S445),NO,, NA,Perishable,verifone ,NA,95118,San Jose,Touch,NO,YES,Portrait Face Down,YES,YES,United States
food maxx,"1539 Parkmoor Ave, San Jose, CA 95128, USA ",San Jose,20160916,135700,iPhone 6s Plus,Discover,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,3094,Discover,37.25783561;-121.87263977,NA,8081,5,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,95118,San Jose,Range1,NO,YES,Portrait Face Down,YES,YES,United States
food maxx,"1539 Parkmoor Ave, San Jose, CA 95128, USA ",San Jose,20160916,135700,iPhone 6s Plus,Amex,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,1007,Amex,37.25782903;-121.87264195,NA,7676,5,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,95118,San Jose,Range1,NO,YES,Portrait Face Down,YES,YES,United States
food maxx,"1539 Parkmoor Ave, San Jose, CA 95128, USA ",San Jose,20160916,135700,iPhone 6,Citi,PASS,1,Credit,,F18Q19K5G5MP,NA,NA,YES,NA,NA,5739,MasterCard,37.25782857;-121.87262795,NA,6490,5,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,95118,San Jose,Range1,NO,YES,Portrait Face Down,YES,YES,United States
food maxx,"1539 Parkmoor Ave, San Jose, CA 95128, USA ",San Jose,20160916,135700,iPhone 6,Chase,PASS,1,Credit,,F18Q19K5G5MP,NA,NA,YES,NA,NA,671,Visa,37.25780527;-121.87261378,NA,7726,5,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,95118,San Jose,Range1,NO,YES,Portrait Face Down,YES,YES,United States
food maxx,"1539 Parkmoor Ave, San Jose, CA 95128, USA ",San Jose,20160916,135700,Apple Watch,BOA,PASS,1,Debit,Debit runs as credit,C38QFBN2GRWV,NA,NA,YES,NA,NA,7855,MasterCard Debit,37.25779794;-121.87250759,NA,4208,5,3.1 (14S445),NO,, NA,Perishable,verifone ,NA,95118,San Jose,Range1,NO,YES,Portrait Face Down,YES,YES,United States
food maxx,"1539 Parkmoor Ave, San Jose, CA 95128, USA ",San Jose,20160916,135700,Apple Watch,Chase,PASS,1,Debit,Debit runs as credit,C38QFBN2GRWV,NA,NA,YES,NA,NA,4295,Visa Debit ,37.25779794;-121.87250759,NA,4701,5,3.1 (14S445),NO,, NA,Perishable,verifone ,NA,95118,San Jose,Range1,NO,YES,Portrait Face Down,YES,YES,United States
Whole Foods,"777 The Alameda, San Jose, CA 95126, United States ",San Jose,20160916,143200,iPhone 6s Plus,Discover,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,3094,Discover,37.25781139;-121.87255234,NA,8081,5,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,95118,San Jose,Range2,NO,YES,Portrait Face Down,YES,YES,United States
Whole Foods,"777 The Alameda, San Jose, CA 95126, United States ",San Jose,20160916,143200,iPhone 6s Plus,Amex,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,1007,Amex,37.25782224;-121.87265729,NA,7676,5,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,95118,San Jose,Range2,NO,YES,Portrait Face Down,YES,YES,United States
Whole Foods,"777 The Alameda, San Jose, CA 95126, United States ",San Jose,20160916,143200,iPhone 6,Citi,PASS,1,Credit, ,F18Q19K5G5MP,NA,NA,YES,NA,NA,5739,MasterCard,37.25784186;-121.87263281,NA,6490,5,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,95118,San Jose,Range2,NO,YES,Portrait Face Down,YES,YES,United States
Whole Foods,"777 The Alameda, San Jose, CA 95126, United States ",San Jose,20160916,143200,iPhone 6,Chase,PASS,1,Credit, ,F18Q19K5G5MP,NA,NA,YES,NA,NA,671,Visa,37.25784186;-121.87263281,NA,7726,5,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,95118,San Jose,Range2,NO,YES,Portrait Face Down,YES,YES,United States
Whole Foods,"777 The Alameda, San Jose, CA 95126, United States ",San Jose,20160916,143200,Apple Watch,BOA,PASS,1,Debit, ,C38QFBN2GRWV,NA,NA,YES,NA,NA,7855,MasterCard Debit,37.25784186;-121.87263281,NA,4208,5,3.1 (14S445),NO,, NA,Perishable,verifone ,NA,95118,San Jose,Range2,YES,NO,Portrait Face Down,NO,NO,United States
Whole Foods,"777 The Alameda, San Jose, CA 95126, United States ",San Jose,20160916,143200,Apple Watch,Chase,PASS,1,Debit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,4295,Visa Debit ,37.25784186;-121.87263281,NA,4701,5,3.1 (14S445),NO,, NA,Perishable,verifone ,NA,95118,San Jose,Range2,YES,NO,Portrait Face Down,NO,NO,United States
