storename,address,location,date, time, devicetype,issuername, passfail, numberofattempts, issuercardtype, uservendorcomments, serialnumber, passbookui, readerlight, technologyavailable,contactlesscarddetails, contactlesscardpassfail,cardnumber, pno, latlong, failcomments,dpan, amount, build, refundstatus, othercomments, otherfailcomments, purchaseditemcategory, purchaseditemdetails, readerbeep, zipcode, minorcity, range, debitaskedpin, passbooknotification, orientation, displaymerchantname,displayamount,country
Store Name,Address,City, Date, Time,Device Type,Bank Name,PassFail,Number of Attempts,Card Type,User Comments,Serial Number,Passbook UI,Reader Light,Technology Available,Contactless Card,Contactless Card Pass Fail,Last Four,PNO,LAT-LONG,Fail Comments,DPAN,Amount, SW Build,Refund Status, Other Comments, Other Fail Comments, Product Item Category, Product Item Details, Reader Beep, Zip Code, Minor City, Range, Debit Asked Pin, Passbook Notification, Device Orientation, Display Merchant Name, Display Amount,Country
Staples,545 US Highway 46  Totowa NJ 07470  United States,San Jose,20160920,130900,iPhone 6s Plus,Discover,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,3094,Discover,40.89752804;-74.23799244,NA,8081,5,10.1 (14B49),NO,, NA,Perishable,equinox ,NA,7470,Totowa,Range1,NO,YES,Landscape,YES,YES,United States
Staples,545 US Highway 46  Totowa NJ 07470  United States,San Jose,20160920,142300,iPhone 6s Plus,Amex,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,1007,Amex,40.89752850;-74.23799445,NA,7676,5,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,7470,Totowa,Range1,NO,YES,Landscape,YES,YES,United States
Staples,545 US Highway 46  Totowa NJ 07470  United States,San Jose,20160920,142300,iPhone 6,Citi,PASS,1,Credit,,F18Q19K5G5MP,NA,NA,YES,NA,NA,5739,MasterCard,40.89752850;-74.23799445,NA,6490,5,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,7470,Totowa,Range1,NO,YES,Landscape,YES,YES,United States
Staples,545 US Highway 46  Totowa NJ 07470  United States,San Jose,20160920,142400,iPhone 6,Chase,PASS,1,Credit,,F18Q19K5G5MP,NA,NA,YES,NA,NA,671,Visa,40.89752850;-74.23799445,NA,7726,5,10.1 (14B49),NO,, NA,Perishable,equinox ,NA,7470,Totowa,Range1,NO,YES,Landscape,YES,YES,United States
Staples,545 US Highway 46  Totowa NJ 07470  United States,San Jose,20160920,141900,Apple Watch,BOA,FAIL,3,Debit,,FH9PTV0UG99D,Done,1,YES,Meta Bank-MasterCard Debit -0411,PASS,7855,MasterCard Debit,40.89754325;-74.23800233,Card not accepted,4208,5,3.1 (14S445),NO,, tap failed on both phone and watch. DUT shows done. reader beeps twice shows card read error please use chip reader. ,Perishable,equinox ,Twice,7470,Totowa,Range1,YES,NA,Landscape,NA,NA,United States
Staples,545 US Highway 46  Totowa NJ 07470  United States,San Jose,20160920,141900,Apple Watch,BOA,FAIL,3,Debit,,FH9PTV0UG99D,Done,1,YES,Meta Bank-MasterCard Debit -0411,PASS,7855,MasterCard Debit,40.89754845;-74.23799671,Card not accepted,1836,5,3.1 (14S445),NO,, tap failed on both phone and watch. DUT shows done. reader beeps twice shows card read error please use chip reader. run as credit also failed. ,Perishable,equinox ,Twice,7470,Totowa,Range1,NO,NA,Landscape,NA,NA,United States
Staples,825 Riverview Dr  Totowa NJ 07512  United States,San Jose,20160920,142700,Apple Watch,Chase,PASS,1,Debit,,FH9PTV0UG99D,NA,NA,YES,NA,NA,4295,Visa Debit ,40.89831040;-74.23741853,NA,4701,5,3.1 (14S445),NO,, NA,Perishable,equinox ,NA,7512,Totowa,Range1,NO,YES,Landscape,YES,YES,United States
Bp,825 Riverview Dr  Totowa NJ 07512  United States,San Jose,20160920,144600,iPhone 6s Plus,Discover,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,3094,Discover,40.89825290;-74.23736522,NA,8081,2.99,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,7512,Totowa,Range2,NO,YES,Landscape,YES,YES,United States
Bp,825 Riverview Dr  Totowa NJ 07512  United States,San Jose,20160920,144700,iPhone 6s Plus,Amex,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,1007,Amex,40.89829540;-74.23739414,NA,7676,2.99,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,7512,Totowa,Range2,NO,YES,Landscape,YES,YES,United States
Bp,825 Riverview Dr  Totowa NJ 07512  United States,San Jose,20160920,144700,iPhone 6,Citi,PASS,1,Credit,,F18Q19K5G5MP,NA,NA,YES,NA,NA,5739,MasterCard,40.89830738;-74.23741216,NA,6490,1.99,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,7512,Totowa,Range2,NO,YES,Landscape,YES,YES,United States
Bp,825 Riverview Dr  Totowa NJ 07512  United States,San Jose,20160920,144800,iPhone 6,Chase,PASS,1,Credit,,F18Q19K5G5MP,NA,NA,YES,NA,NA,671,Visa,40.89830738;-74.23741216,NA,7726,0.99,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,7512,Totowa,Range2,NO,YES,Landscape,YES,YES,United States
Bp,825 Riverview Dr  Totowa NJ 07512  United States,San Jose,20160920,144800,Apple Watch,BOA,PASS,1,Debit,,FH9PTV0UG99D,NA,NA,YES,NA,NA,7855,MasterCard Debit,40.89830738;-74.23741216,NA,4208,5,3.1 (14S445),NO,, NA,Perishable,verifone ,NA,7512,Totowa,Range2,YES,YES,Landscape,YES,YES,United States
Bp,825 Riverview Dr  Totowa NJ 07512  United States,San Jose,20160920,144900,Apple Watch,Chase,PASS,1,Debit,,FH9PTV0UG99D,NA,NA,YES,NA,NA,4295,Visa Debit ,40.89831040;-74.23741853,NA,4701,0.99,3.1 (14S445),NO,, NA,Perishable,verifone ,NA,7512,Totowa,Range2,YES,YES,Landscape,YES,YES,United States
Office Depot,"445 US-46, Totowa, NJ 07512, United States",San Jose,20160920,144900,iPhone 6s Plus,Discover,FAIL,1,Credit,,C38QFBN2GRWV,NA,NA,NO,NA,NA,3094,Discover,40.95658294;-74.22543199,NA,8081,,10.1 (14B49),NO,, store closed permanently. ,,,NA,7470,Wayne,NA,NA,NA, ,NA,NA,United States
Office Depot,777 Hamburg Tpke  Wayne NJ 07470  United States,San Jose,20160920,150400,iPhone 6s Plus,Discover,FAIL,1,Credit,,C38QFBN2GRWV,NA,NA,NO,NA,NA,3094,Discover,40.95657188;-74.22536275,NA,8081,,10.1 (14B49),NO,, store closed permanently. ,,,NA,7470,Wayne,NA,NA,NA,,NA,NA,United States
Walgreens,301 Valley Rd  Wayne NJ 07470  United States,San Jose,20160920,150500,iPhone 6s Plus,Discover,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,3094,Discover,40.92482295;-74.23478208,NA,8081,5,10.1 (14B49),NO,, NA,Perishable,equinox ,NA,7470,Wayne,Touch,NO,YES,Landscape Face Down,YES,YES,United States
Walgreens,301 Valley Rd  Wayne NJ 07470  United States,San Jose,20160920,153500,iPhone 6s Plus,Amex,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,1007,Amex,40.92477106;-74.23479105,NA,7676,5,10.1 (14B49),NO,, NA,Perishable,equinox ,NA,7470,Wayne,Touch,NO,YES,Landscape Face Down,YES,YES,United States
Walgreens,301 Valley Rd  Wayne NJ 07470  United States,San Jose,20160920,153500,iPhone 6,Citi,PASS,1,Credit,,F18Q19K5G5MP,NA,NA,YES,NA,NA,5739,MasterCard,40.92477106;-74.23479105,NA,6490,5,10.1 (14B49),NO,, NA,Perishable,equinox ,NA,7470,Wayne,Touch,NO,YES,Landscape Face Down,YES,YES,United States
Walgreens,301 Valley Rd  Wayne NJ 07470  United States,San Jose,20160920,153600,iPhone 6,Chase,PASS,1,Credit,,F18Q19K5G5MP,NA,NA,YES,NA,NA,671,Visa,40.92477106;-74.23479105,NA,7726,5,10.1 (14B49),NO,, NA,Perishable,equinox ,NA,7470,Wayne,Touch,NO,YES,Landscape Face Down,YES,YES,United States
Walgreens,301 Valley Rd  Wayne NJ 07470  United States,San Jose,20160920,153600,Apple Watch,BOA,PASS,1,Debit,Debit runs as credit,FH9PTV0UG99D,NA,NA,YES,NA,NA,7855,MasterCard Debit,40.92477106;-74.23479105,NA,4208,5,3.1 (14S445),NO,, NA,Perishable,equinox ,NA,7470,Wayne,Touch,NO,NO,Landscape Face Down,NO,NO,United States
Walgreens,301 Valley Rd  Wayne NJ 07470  United States,San Jose,20160920,153600,Apple Watch,Chase,PASS,1,Debit,Debit runs as credit,FH9PTV0UG99D,NA,NA,YES,NA,NA,4295,Visa Debit ,40.92477106;-74.23479105,NA,4701,5,3.1 (14S445),NO,, NA,Perishable,equinox ,NA,7470,Wayne,Touch,NO,NO,Landscape Face Down,NO,NO,United States
Petco,1123 US Highway 46  Parsippany NJ 07054  United States,San Jose,20160920,153700,iPhone 6s Plus,Discover,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,3094,Discover,40.86215691;-74.38709610,NA,8081,5,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,7054,Parsippany,Range2,NO,YES,Landscape Face Down,YES,YES,United States
Petco,1123 US Highway 46  Parsippany NJ 07054  United States,San Jose,20160920,161300,iPhone 6s Plus,Amex,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,1007,Amex,40.86215846;-74.38709577,NA,7676,5,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,7054,Parsippany,Range2,NO,YES,Landscape Face Down,YES,YES,United States
Petco,1123 US Highway 46  Parsippany NJ 07054  United States,San Jose,20160920,161300,iPhone 6,Citi,PASS,1,Credit,,F18Q19K5G5MP,NA,NA,YES,NA,NA,5739,MasterCard,40.86215846;-74.38709577,NA,6490,5,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,7054,Parsippany,Range2,NO,YES,Landscape Face Down,YES,YES,United States
Petco,1123 US Highway 46  Parsippany NJ 07054  United States,San Jose,20160920,161400,iPhone 6,Chase,PASS,1,Credit,,F18Q19K5G5MP,NA,NA,YES,NA,NA,671,Visa,40.86215251;-74.38710264,NA,7726,5,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,7054,Parsippany,Range2,NO,YES,Landscape Face Down,YES,YES,United States
Petco,1123 US Highway 46  Parsippany NJ 07054  United States,San Jose,20160920,161400,Apple Watch,BOA,PASS,1,Debit,,FH9PTV0UG99D,NA,NA,YES,NA,NA,7855,MasterCard Debit,40.86215251;-74.38710264,NA,4208,5,3.1 (14S445),NO,, NA,Perishable,verifone ,NA,7054,Parsippany,Range2,YES,NO,Landscape Face Down,NO,NO,United States
Petco,1123 US Highway 46  Parsippany NJ 07054  United States,San Jose,20160920,161500,Apple Watch,Chase,PASS,1,Debit,,FH9PTV0UG99D,NA,NA,YES,NA,NA,4295,Visa Debit ,40.86215230;-74.38711261,NA,4701,5,3.1 (14S445),NO,, NA,Perishable,verifone ,NA,7054,Parsippany,Range2,YES,NO,Landscape Face Down,NO,NO,United States
Circle K,3000 State Route 10  Parsippany NJ 07950  United States,San Jose,20160920,161500,iPhone 6s Plus,Discover,FAIL,1,Credit,,C38QFBN2GRWV,NA,NA,NO,NA,NA,3094,Discover,40.86181568;-74.49543884,NA,8081,,10.1 (14B49),NO,, location not available. ,,,NA,7950,Parsippany,NA,NA,NA,Portrait,NA,NA,United States
Toys R Us,"445 US-46, Totowa, NJ 07512, United States",San Jose,20160920,144600,iPhone 6s Plus,Discover,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,3094,Discover,40.89825290;-74.23736522,NA,8081,2.99,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,7512,Totowa,Range2,NO,YES,Landscape,YES,YES,United States
Toys R Us,"445 US-46, Totowa, NJ 07512, United States",San Jose,20160920,144700,iPhone 6s Plus,Amex,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,1007,Amex,40.89829540;-74.23739414,NA,7676,2.99,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,7512,Totowa,Range2,NO,YES,Landscape,YES,YES,United States
Toys R Us,"445 US-46, Totowa, NJ 07512, United States",San Jose,20160920,144700,iPhone 6,Citi,PASS,1,Credit,,F18Q19K5G5MP,NA,NA,YES,NA,NA,5739,MasterCard,40.89830738;-74.23741216,NA,6490,1.99,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,7512,Totowa,Range2,NO,YES,Landscape,YES,YES,United States
Toys R Us,"445 US-46, Totowa, NJ 07512, United States",San Jose,20160920,144800,iPhone 6,Chase,PASS,1,Credit,,F18Q19K5G5MP,NA,NA,YES,NA,NA,671,Visa,40.89830738;-74.23741216,NA,7726,0.99,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,7512,Totowa,Range2,NO,YES,Landscape,YES,YES,United States
Toys R Us,"445 US-46, Totowa, NJ 07512, United States",San Jose,20160920,144800,Apple Watch,BOA,PASS,1,Debit,,FH9PTV0UG99D,NA,NA,YES,NA,NA,7855,MasterCard Debit,40.89830738;-74.23741216,NA,4208,5,3.1 (14S445),NO,, NA,Perishable,verifone ,NA,7512,Totowa,Range2,YES,YES,Landscape,YES,YES,United States
Toys R Us,"445 US-46, Totowa, NJ 07512, United States",San Jose,20160920,144900,Apple Watch,Chase,PASS,1,Debit,,FH9PTV0UG99D,NA,NA,YES,NA,NA,4295,Visa Debit ,40.89831040;-74.23741853,NA,4701,0.99,3.1 (14S445),NO,, NA,Perishable,verifone ,NA,7512,Totowa,Range2,YES,YES,Landscape,YES,YES,United States
