storename,address,location,date, time, devicetype,issuername, passfail, numberofattempts, issuercardtype, uservendorcomments, serialnumber, passbookui, readerlight, technologyavailable,contactlesscarddetails, contactlesscardpassfail,cardnumber, pno, latlong, failcomments,dpan, amount, build, refundstatus, othercomments, otherfailcomments, purchaseditemcategory, purchaseditemdetails, readerbeep, zipcode, minorcity, range, debitaskedpin, passbooknotification, orientation, displaymerchantname,displayamount,country
Store Name,Address,City, Date, Time,Device Type,Bank Name,PassFail,Number of Attempts,Card Type,User Comments,Serial Number,Passbook UI,Reader Light,Technology Available,Contactless Card,Contactless Card Pass Fail,Last Four,PNO,LAT-LONG,Fail Comments,DPAN,Amount, SW Build,Refund Status, Other Comments, Other Fail Comments, Product Item Category, Product Item Details, Reader Beep, Zip Code, Minor City, Range, Debit Asked Pin, Passbook Notification, Device Orientation, Display Merchant Name, Display Amount,Country
att park,18–22 Willie Mays Plz  San Francisco CA 94107  United States,San Jose,20160914,130100,iPhone 6s Plus,Chase,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,671,Visa,37.77859856;-122.39068137,NA,7726,3.75,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,94107,San Francisco,Range1,NO,YES,Portrait,YES,YES,United States
att park,18–22 Willie Mays Plz  San Francisco CA 94107  United States,San Jose,20160914,130100,Apple Watch,BOA,PASS,1,Debit,Debit runs as credit,FH9PTV0UG99D,NA,NA,YES,NA,NA,7855,MasterCard Debit,37.77858729;-122.39070240,NA,4208,3.75,3.1 (14S445),NO,, NA,Perishable,verifone ,NA,94107,San Francisco,Range1,NO,YES,Portrait,YES,YES,United States
att park,18–22 Willie Mays Plz  San Francisco CA 94107  United States,San Jose,20160914,130200,Apple Watch,Chase,PASS,1,Debit,Debit runs as credit,FH9PTV0UG99D,NA,NA,YES,NA,NA,4295,Visa Debit ,37.77857983;-122.39064004,NA,4701,3.75,3.1 (14S445),NO,, NA,Perishable,verifone ,NA,94107,San Francisco,Range1,NO,YES,Portrait,YES,YES,United States
Bloomingdale's,1060 Folsom St  San Francisco CA 94103  United States,San Jose,20160914,130200,iPhone 6s Plus,Discover,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,3094,Discover,37.77757618;-122.40710300,NA,8081,5,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,94103,San Francisco,Range2,NO,YES,Portrait,YES,YES,United States
Bloomingdale's,1060 Folsom St  San Francisco CA 94103  United States,San Jose,20160914,142400,iPhone 6s Plus,Amex,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,1007,Amex,37.78377141;-122.40594942,NA,7676,5,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,94103,San Francisco,Range2,NO,YES,Portrait,YES,YES,United States
Aeropostale,888 Howard St  San Francisco CA 94103  United States,San Jose,20160914,142400,iPhone 6s Plus,Discover,FAIL,1,Credit,,C38QFBN2GRWV,Done,1,YES,NA,NA,3094,Discover,37.78377141;-122.40594942,Card not accepted,8081,3.81,10.1 (14B49),NO,, tap failed on both phone and watch. Dut shows done. reader beeps once shows nothing. ,,,Once,94103,San Francisco,Range2,NO,NA,Portrait Face Down,NA,NA,United States
Aeropostale,888 Howard St  San Francisco CA 94103  United States,San Jose,20160914,144700,Apple Watch,Discover,FAIL,1,Credit,,FH9PTV0UG99D,Done,1,YES,NA,NA,3094,Discover,37.78377141;-122.40594942,Card not accepted,5168,3.81,3.1 (14S445),NO,, tap failed on both phone and watch. Dut shows done. reader beeps once shows nothing. ,,,Once,94103,San Francisco,Touch,NO,NA,Portrait Face Down,NA,NA,United States
Aldo,888 Howard St  San Francisco CA 94103  United States,San Jose,20160914,144700,iPhone 6s Plus,Amex,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,1007,Amex,37.78234665;-122.40459803,NA,7676,5,10.1 (14B49),NO,, NA,Perishable,ingenico ,NA,94103,San Francisco,Range1,NO,YES,Portrait Face Down,YES,YES,United States
Aldo,888 Howard St  San Francisco CA 94103  United States,San Jose,20160914,145400,iPhone 6s Plus,Discover,FAIL,1,Credit,,C38QFBN2GRWV, ,1,YES,NA,NA,3094,Discover,37.78239140;-122.40454036,NA,8081,,10.1 (14B49),NO,, tap failed on both phone and watch. Dut shows hold near reader to pay . reader beeps once shows card not accepted please use chip reader ,,,Twice,94103,San Francisco,Range1,NO,NA,Portrait Face Down,NA,NA,United States
Aldo,837–855 Market St  San Francisco CA 94103  United States,San Jose,20160914,145500,Apple Watch,Discover,FAIL,3,Credit,,FH9PTV0UG99D,NA,1,YES,NA,NA,3094,Discover,37.78433925;-122.40742655,Card not accepted,5168,,3.1 (14S445),NO,, tap failed on both phone and watch. Dut shows hold near reader to pay . reader beeps once shows card not accepted please use chip reader ,,,Once,94103,San Francisco,Range1,NO,NA,Portrait Face Down,NA,NA,United States
fuddruckers,5614 Bay St  Emeryville CA 94608  United States,San Jose,20160914,145500,iPhone 6s Plus,Discover,FAIL,1,Credit,,C38QFBN2GRWV,NA,NA,NO,NA,NA,3094,Discover,37.83344517;-122.29225243,NA,8081,,10.1 (14B49),NO,, tap not available. ,,,NA,94608,Emeryville,Range2,NA,NA,Portrait Face Down,NA,NA,United States
VivoPay Vending Machine,5614 Bay St  Emeryville CA 94608  United States,San Jose,20160914,150500,iPhone 6s Plus,Discover,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,3094,Discover,37.50377943;-121.97557423,NA,8081,2.74,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,94538,Fremont,Touch,NO,YES,Landscape,YES,YES,United States
VivoPay Vending Machine,5614 Bay St  Emeryville CA 94608  United States,San Jose,20160914,150500,iPhone 6s Plus,Amex,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,1007,Amex,37.50332804;-121.97541839,NA,7676,2.74,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,94538,Fremont,Touch,NO,YES,Landscape,YES,YES,United States
VivoPay Vending Machine,5614 Bay St  Emeryville CA 94608  United States,San Jose,20160914,150500,iPhone 6s Plus,Citi,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,5739,MasterCard,37.50334579;-121.97486973,NA,6490,2.74,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,94538,Fremont,Touch,NO,YES,Landscape,YES,YES,United States
VivoPay Vending Machine,5614 Bay St  Emeryville CA 94608  United States,San Jose,20160914,150500,iPhone 6s Plus,Chase,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,671,Visa,37.50337974;-121.97488675,NA,7726,2.74,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,94538,Fremont,Touch,NO,YES,Landscape,YES,YES,United States
VivoPay Vending Machine,5614 Bay St  Emeryville CA 94608  United States,San Jose,20160914,150500,Apple Watch,BOA,PASS,1,Debit,Debit runs as credit,FH9PTV0UG99D,NA,NA,YES,NA,NA,7855,MasterCard Debit,37.50337974;-121.97488675,NA,4208,2.74,3.1 (14S445),NO,, NA,Perishable,verifone ,NA,94538,Fremont,Touch,NO,YES,Landscape,YES,YES,United States
VivoPay Vending Machine,5614 Bay St  Emeryville CA 94608  United States,San Jose,20160914,150500,Apple Watch,Chase,PASS,1,Debit,Debit runs as credit,FH9PTV0UG99D,NA,NA,YES,NA,NA,4295,Visa Debit ,37.50337974;-121.97488675,NA,4701,2.74,3.1 (14S445),NO,, NA,Perishable,verifone ,NA,94538,Fremont,Touch,NO,YES,Landscape,YES,YES,United States
Menchie's Frozen Yogurt,5100 Mowry Ave  Fremont CA 94538  United States,San Jose,20160914,165400,iPhone 6s Plus,Discover,FAIL,1,Credit,,C38QFBN2GRWV,NA,NA,NO,NA,NA,3094,Discover,37.53504204;-121.99850486,NA,8081,,10.1 (14B49),NO,, tap not available. ,,,NA,94538,Fremont,Touch,NA,NA,Portrait,NA,NA,United States
firehouse subs,5650–5658 Auto Mall Pkwy  Fremont CA 94538  United States,San Jose,20160914,165400,iPhone 6s Plus,Discover,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,3094,Discover,37.50377943;-121.97557423,NA,8081,5,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,94538,Fremont,Touch,NO,YES,Landscape,YES,YES,United States
firehouse subs,43448 Boscell Rd  Fremont CA 94538  United States,San Jose,20160914,171300,iPhone 6s Plus,Amex,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,1007,Amex,37.50332804;-121.97541839,NA,7676,5,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,94538,Fremont,Touch,NO,YES,Landscape,YES,YES,United States
firehouse subs,43192–43448 Boscell Rd  Fremont CA 94538  United States,San Jose,20160914,171300,iPhone 6s Plus,Citi,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,5739,MasterCard,37.50334579;-121.97486973,NA,6490,5,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,94538,Fremont,Touch,NO,YES,Landscape,YES,YES,United States
firehouse subs,43192–43448 Boscell Rd  Fremont CA 94538  United States,San Jose,20160914,171400,iPhone 6s Plus,Chase,PASS,1,Credit,,C38QFBN2GRWV,NA,NA,YES,NA,NA,671,Visa,37.50337974;-121.97488675,NA,7726,5,10.1 (14B49),NO,, NA,Perishable,verifone ,NA,94538,Fremont,Touch,NO,YES,Landscape,YES,YES,United States
firehouse subs,43192–43448 Boscell Rd  Fremont CA 94538  United States,San Jose,20160914,171400,Apple Watch,BOA,PASS,1,Debit,Debit runs as credit,FH9PTV0UG99D,NA,NA,YES,NA,NA,7855,MasterCard Debit,37.50337974;-121.97488675,NA,4208,5,3.1 (14S445),NO,, NA,Perishable,verifone ,NA,94538,Fremont,Touch,NO,YES,Landscape,YES,YES,United States
firehouse subs,43192–43448 Boscell Rd  Fremont CA 94538  United States,San Jose,20160914,171400,Apple Watch,Chase,PASS,1,Debit,Debit runs as credit,FH9PTV0UG99D,NA,NA,YES,NA,NA,4295,Visa Debit ,37.50337974;-121.97488675,NA,4701,5,3.1 (14S445),NO,, NA,Perishable,verifone ,NA,94538,Fremont,Touch,NO,YES,Landscape,YES,YES,United States
